"統計名：","令和２年国勢調査 人口等基本集計　（主な内容：男女・年齢・配偶関係，世帯の構成，住居の状態，母子・父子世帯，国籍など）"
"表番号：","1-1-1"
"表題：","[総人口・総世帯数・男女・年齢・配偶関係] 男女別人口－全国，都道府県，市区町村（2000年（平成12年）市区町村含む）"
"実施年月：","2020年","10月"
"市区町村時点（年月日）：","-"

"***","当該数値がないもの"
"-","当該数値がないもの"

"","","","","","","/表章事項 コード","2020_01","2020_01","2020_01"
"","","","","","","/表章事項 補助コード","-","-","-"
"","","","","","","/表章事項","人口【人】","人口【人】","人口【人】"
"","","","","","","/男女 コード","0","1","2"
"","","","","","","/男女 補助コード","-","-","-"
"時間軸（年次） コード","時間軸（年次） 補助コード","時間軸（年次）","全国，都道府県，市区町村（2000年市区町村含む） コード","全国，都道府県，市区町村（2000年市区町村含む） 補助コード","全国，都道府県，市区町村（2000年市区町村含む）","/男女","総数","男","女"
"2020000000","","2020年","34326","","（旧：吉和村）","","529","273","256"
"2020000000","","2020年","34327","","（旧：宮島町）","","1453","637","816"
"2020000000","","2020年","34214","","安芸高田市","","26448","12614","13834"
"2020000000","","2020年","34381","","（旧：吉田町）","","9686","4751","4935"
"2020000000","","2020年","34382","","（旧：八千代町）","","3688","1670","2018"
"2020000000","","2020年","34383","","（旧：美土里町）","","2337","1111","1226"
"2020000000","","2020年","34384","","（旧：高宮町）","","2857","1367","1490"
"2020000000","","2020年","34385","","（旧：甲田町）","","4454","2138","2316"
"2020000000","","2020年","34386","","（旧：向原町）","","3426","1577","1849"
"2020000000","","2020年","34215","","江田島市","","21930","11025","10905"
"2020000000","","2020年","34310","","（旧：江田島町）","","8494","4504","3990"
"2020000000","","2020年","34328","","（旧：能美町）","","4560","2185","2375"
"2020000000","","2020年","34329","","（旧：沖美町）","","2763","1368","1395"
"2020000000","","2020年","34330","","（旧：大柿町）","","6113","2968","3145"
"2020000000","","2020年","34302","","府中町","","51155","25007","26148"
"2020000000","","2020年","34304","","海田町","","29636","14588","15048"
"2020000000","","2020年","34307","","熊野町","","22834","10958","11876"
"2020000000","","2020年","34309","","坂町","","12582","5984","6598"
"2020000000","","2020年","34368","","安芸太田町","","5740","2675","3065"
"2020000000","","2020年","34361","","（旧：加計町）","","2926","1368","1558"
"2020000000","","2020年","34362","","（旧：筒賀村）","","814","399","415"
"2020000000","","2020年","34363","","（旧：戸河内町）","","2000","908","1092"
"2020000000","","2020年","34369","","北広島町","","17763","8768","8995"
"2020000000","","2020年","34364","","（旧：芸北町）","","1936","929","1007"
"2020000000","","2020年","34365","","（旧：大朝町）","","2716","1333","1383"
"2020000000","","2020年","34366","","（旧：千代田町）","","10068","5062","5006"
"2020000000","","2020年","34367","","（旧：豊平町）","","3043","1444","1599"
"2020000000","","2020年","34431","","大崎上島町","","7158","3663","3495"
"2020000000","","2020年","34427","","（旧：大崎町）","","3446","1698","1748"
"2020000000","","2020年","34428","","（旧：東野町）","","2162","1211","951"
"2020000000","","2020年","34429","","（旧：木江町）","","1550","754","796"
"2020000000","","2020年","34462","","世羅町","","15125","7156","7969"
"2020000000","","2020年","34461","","（旧：甲山町）","","5335","2557","2778"
"2020000000","","2020年","3446B","","（旧：世羅町）","","6901","3244","3657"
"2020000000","","2020年","34463","","（旧：世羅西町）","","2889","1355","1534"
"2020000000","","2020年","34545","","神石高原町","","8250","3932","4318"
"2020000000","","2020年","34541","","（旧：油木町）","","1985","936","1049"
"2020000000","","2020年","34542","","（旧：神石町）","","1693","820","873"
"2020000000","","2020年","34543","","（旧：豊松村）","","1073","510","563"
"2020000000","","2020年","34544","","（旧：三和町）","","3499","1666","1833"
"2020000000","","2020年","35000","","山口県","","1342059","636736","705323"
"2020000000","","2020年","35201","","下関市","","255051","118683","136368"
"2020000000","","2020年","3520B","","（旧：下関市）","","219078","102208","116870"
"2020000000","","2020年","35441","","（旧：菊川町）","","7231","3382","3849"
"2020000000","","2020年","35442","","（旧：豊田町）","","4620","2148","2472"
"2020000000","","2020年","35443","","（旧：豊浦町）","","16232","7375","8857"
"2020000000","","2020年","35444","","（旧：豊北町）","","7890","3570","4320"
"2020000000","","2020年","35202","","宇部市","","162570","77793","84777"
"2020000000","","2020年","3520C","","（旧：宇部市）","","157021","75207","81814"
"2020000000","","2020年","35421","","（旧：楠町）","","5549","2586","2963"
"2020000000","","2020年","35203","","山口市","","193966","92352","101614"
"2020000000","","2020年","3520D","","（旧：山口市）","","142214","67497","74717"
"2020000000","","2020年","35381","","（旧：徳地町）","","5196","2391","2805"
"2020000000","","2020年","35401","","（旧：秋穂町）","","6113","2850","3263"
"2020000000","","2020年","35402","","（旧：小郡町）","","26344","13055","13289"
"2020000000","","2020年","35403","","（旧：阿知須町）","","9233","4324","4909"
"2020000000","","2020年","35504","","（旧：阿東町）","","4866","2235","2631"
"2020000000","","2020年","35204","","萩市","","44626","20610","24016"
"2020000000","","2020年","3520E","","（旧：萩市）","","35131","16211","18920"
"2020000000","","2020年","35501","","（旧：川上村）","","759","371","388"
"2020000000","","2020年","35503","","（旧：田万川町）","","2383","1099","1284"
"2020000000","","2020年","35505","","（旧：むつみ村）","","1241","590","651"
"2020000000","","2020年","35506","","（旧：須佐町）","","2232","1037","1195"
"2020000000","","2020年","35507","","（旧：旭村）","","1382","638","744"
"2020000000","","2020年","35508","","（旧：福栄村）","","1498","664","834"
"2020000000","","2020年","35206","","防府市","","113979","54951","59028"
"2020000000","","2020年","35207","","下松市","","55887","27405","28482"
"2020000000","","2020年","35208","","岩国市","","129125","60981","68144"
"2020000000","","2020年","3520F","","（旧：岩国市）","","91232","43258","47974"
"2020000000","","2020年","35322","","（旧：由宇町）","","8354","3893","4461"
"2020000000","","2020年","35323","","（旧：玖珂町）","","10494","4946","5548"
"2020000000","","2020年","35324","","（旧：本郷村）","","725","332","393"
"2020000000","","2020年","35325","","（旧：周東町）","","11539","5431","6108"
"2020000000","","2020年","35326","","（旧：錦町）","","2409","1083","1326"
"2020000000","","2020年","35328","","（旧：美川町）","","833","375","458"
"2020000000","","2020年","35329","","（旧：美和町）","","3539","1663","1876"
"2020000000","","2020年","35210","","光市","","49798","23711","26087"
"2020000000","","2020年","3521B","","（旧：光市）","","43178","20611","22567"
"2020000000","","2020年","35342","","（旧：大和町）","","6620","3100","3520"
"2020000000","","2020年","35211","","長門市","","32519","15040","17479"
"2020000000","","2020年","3521C","","（旧：長門市）","","18579","8601","9978"
"2020000000","","2020年","35481","","（旧：三隅町）","","5094","2350","2744"
"2020000000","","2020年","35482","","（旧：日置町）","","3774","1767","2007"
"2020000000","","2020年","35483","","（旧：油谷町）","","5072","2322","2750"
"2020000000","","2020年","35212","","柳井市","","30799","14345","16454"
"2020000000","","2020年","3521D","","（旧：柳井市）","","28201","13146","15055"
"2020000000","","2020年","35327","","（旧：大畠町）","","2598","1199","1399"
"2020000000","","2020年","35213","","美祢市","","23247","10857","12390"
"2020000000","","2020年","3521E","","（旧：美祢市）","","14478","6777","7701"
"2020000000","","2020年","35461","","（旧：美東町）","","4617","2171","2446"
"2020000000","","2020年","35462","","（旧：秋芳町）","","4152","1909","2243"
"2020000000","","2020年","35215","","周南市","","137540","66686","70854"
"2020000000","","2020年","35205","","（旧：徳山市）","","91047","44028","47019"
"2020000000","","2020年","35214","","（旧：新南陽市）","","29135","14467","14668"
"2020000000","","2020年","35345","","（旧：熊毛町）","","14474","6880","7594"
"2020000000","","2020年","35361","","（旧：鹿野町）","","2884","1311","1573"
"2020000000","","2020年","35216","","山陽小野田市","","60326","28635","31691"
"2020000000","","2020年","35209","","（旧：小野田市）","","40840","19472","21368"
"2020000000","","2020年","35422","","（旧：山陽町）","","19486","9163","10323"
"2020000000","","2020年","35305","","周防大島町","","14798","6828","7970"
"2020000000","","2020年","35301","","（旧：久賀町）","","2967","1364","1603"
"2020000000","","2020年","35302","","（旧：大島町）","","5126","2383","2743"
"2020000000","","2020年","35303","","（旧：東和町）","","2994","1380","1614"
"2020000000","","2020年","35304","","（旧：橘町）","","3711","1701","2010"
"2020000000","","2020年","35321","","和木町","","6034","2947","3087"
"2020000000","","2020年","35341","","上関町","","2342","1084","1258"
"2020000000","","2020年","35343","","田布施町","","14483","6908","7575"
"2020000000","","2020年","35344","","平生町","","11914","5553","6361"
"2020000000","","2020年","35502","","阿武町","","3055","1367","1688"
"2020000000","","2020年","36000","","徳島県","","719559","343265","376294"
"2020000000","","2020年","36201","","徳島市","","252391","120188","132203"
"2020000000","","2020年","36202","","鳴門市","","54622","25858","28764"
"2020000000","","2020年","36203","","小松島市","","36149","17461","18688"
"2020000000","","2020年","36204","","阿南市","","69470","33694","35776"
"2020000000","","2020年","3620B","","（旧：阿南市）","","46343","22538","23805"
"2020000000","","2020年","36361","","（旧：那賀川町）","","10227","5037","5190"
"2020000000","","2020年","36362","","（旧：羽ノ浦町）","","12900","6119","6781"
"2020000000","","2020年","36205","","吉野川市","","38772","18231","20541"
"2020000000","","2020年","36441","","（旧：鴨島町）","","22142","10382","11760"
"2020000000","","2020年","36442","","（旧：川島町）","","6863","3245","3618"
"2020000000","","2020年","36443","","（旧：山川町）","","8955","4206","4749"
"2020000000","","2020年","36444","","（旧：美郷村）","","812","398","414"
"2020000000","","2020年","36206","","阿波市","","34713","16476","18237"
"2020000000","","2020年","36406","","（旧：吉野町）","","6986","3328","3658"
"2020000000","","2020年","36407","","（旧：土成町）","","7458","3527","3931"
"2020000000","","2020年","36421","","（旧：市場町）","","9325","4366","4959"
"2020000000","","2020年","36422","","（旧：阿波町）","","10944","5255","5689"
"2020000000","","2020年","36207","","美馬市","","28055","13342","14713"
"2020000000","","2020年","36461","","（旧：脇町）","","15259","7260","7999"
"2020000000","","2020年","36462","","（旧：美馬町）","","7074","3379","3695"
"2020000000","","2020年","36466","","（旧：穴吹町）","","5280","2484","2796"
"2020000000","","2020年","36467","","（旧：木屋平村）","","442","219","223"
"2020000000","","2020年","36208","","三好市","","23605","11117","12488"
"2020000000","","2020年","36481","","（旧：三野町）","","4027","1907","2120"
"2020000000","","2020年","36483","","（旧：池田町）","","11441","5410","6031"
"2020000000","","2020年","36484","","（旧：山城町）","","2987","1408","1579"
"2020000000","","2020年","36485","","（旧：井川町）","","3265","1494","1771"
"2020000000","","2020年","36487","","（旧：東祖谷山村）","","1020","502","518"
"2020000000","","2020年","36488","","（旧：西祖谷山村）","","865","396","469"
"2020000000","","2020年","36301","","勝浦町","","4837","2317","2520"
"2020000000","","2020年","36302","","上勝町","","1380","651","729"
"2020000000","","2020年","36321","","佐那河内村","","2058","998","1060"
"2020000000","","2020年","36341","","石井町","","24833","11752","13081"
"2020000000","","2020年","36342","","神山町","","4647","2183","2464"
"2020000000","","2020年","36368","","那賀町","","7367","3521","3846"
"2020000000","","2020年","36363","","（旧：鷲敷町）","","2638","1269","1369"
"2020000000","","2020年","36364","","（旧：相生町）","","2198","1057","1141"
"2020000000","","2020年","36365","","（旧：上那賀町）","","1187","534","653"
"2020000000","","2020年","36366","","（旧：木沢村）","","404","201","203"
"2020000000","","2020年","36367","","（旧：木頭村）","","940","460","480"
"2020000000","","2020年","36383","","牟岐町","","3743","1735","2008"
"2020000000","","2020年","36387","","美波町","","6222","2923","3299"
"2020000000","","2020年","36381","","（旧：由岐町）","","2079","947","1132"
"2020000000","","2020年","36382","","（旧：日和佐町）","","4143","1976","2167"
"2020000000","","2020年","36388","","海陽町","","8358","3965","4393"
"2020000000","","2020年","36384","","（旧：海南町）","","4207","2019","2188"
"2020000000","","2020年","36385","","（旧：海部町）","","1721","813","908"
"2020000000","","2020年","36386","","（旧：宍喰町）","","2430","1133","1297"
"2020000000","","2020年","36401","","松茂町","","14583","7193","7390"
"2020000000","","2020年","36402","","北島町","","22745","10976","11769"
"2020000000","","2020年","36403","","藍住町","","35246","16868","18378"
"2020000000","","2020年","36404","","板野町","","13042","6262","6780"
"2020000000","","2020年","36405","","上板町","","11384","5431","5953"
"2020000000","","2020年","36468","","つるぎ町","","7715","3608","4107"
"2020000000","","2020年","36463","","（旧：半田町）","","3309","1541","1768"
"2020000000","","2020年","36464","","（旧：貞光町）","","3894","1808","2086"
"2020000000","","2020年","36465","","（旧：一宇村）","","512","259","253"
"2020000000","","2020年","36489","","東みよし町","","13622","6515","7107"
"2020000000","","2020年","36482","","（旧：三好町）","","5286","2548","2738"
"2020000000","","2020年","36486","","（旧：三加茂町）","","8336","3967","4369"
"2020000000","","2020年","37000","","香川県","","950244","459197","491047"
"2020000000","","2020年","37201","","高松市","","417496","202029","215467"
"2020000000","","2020年","3720B","","（旧：高松市）","","341271","165295","175976"
"2020000000","","2020年","37342","","（旧：牟礼町）","","16544","7884","8660"
"2020000000","","2020年","37343","","（旧：庵治町）","","4592","2192","2400"
"2020000000","","2020年","37361","","（旧：塩江町）","","2202","1066","1136"
"2020000000","","2020年","37362","","（旧：香川町）","","21965","10576","11389"
"2020000000","","2020年","37363","","（旧：香南町）","","7134","3507","3627"
"2020000000","","2020年","37383","","（旧：国分寺町）","","23788","11509","12279"
"2020000000","","2020年","37202","","丸亀市","","109513","53018","56495"
"2020000000","","2020年","3720C","","（旧：丸亀市）","","82329","39888","42441"
"2020000000","","2020年","37384","","（旧：綾歌町）","","10553","5066","5487"
"2020000000","","2020年","37385","","（旧：飯山町）","","16631","8064","8567"
"2020000000","","2020年","37203","","坂出市","","50624","24145","26479"
"2020000000","","2020年","37204","","善通寺市","","31631","15725","15906"
"2020000000","","2020年","37205","","観音寺市","","57438","27578","29860"
"2020000000","","2020年","3720D","","（旧：観音寺市）","","39438","18901","20537"
"2020000000","","2020年","37424","","（旧：大野原町）","","10825","5218","5607"
"2020000000","","2020年","37428","","（旧：豊浜町）","","7175","3459","3716"
"2020000000","","2020年","37206","","さぬき市","","47003","22484","24519"
"2020000000","","2020年","37304","","（旧：津田町）","","5721","2622","3099"
"2020000000","","2020年","37305","","（旧：大川町）","","5148","2420","2728"
"2020000000","","2020年","37306","","（旧：志度町）","","18983","9271","9712"
"2020000000","","2020年","37307","","（旧：寒川町）","","5197","2474","2723"
"2020000000","","2020年","37308","","（旧：長尾町）","","11954","5697","6257"
"2020000000","","2020年","37207","","東かがわ市","","28279","13358","14921"
"2020000000","","2020年","37301","","（旧：引田町）","","6012","2856","3156"
"2020000000","","2020年","37302","","（旧：白鳥町）","","9638","4569","5069"
"2020000000","","2020年","37303","","（旧：大内町）","","12629","5933","6696"
"2020000000","","2020年","37208","","三豊市","","61857","29770","32087"
"2020000000","","2020年","37421","","（旧：高瀬町）","","14628","7088","7540"
"2020000000","","2020年","37422","","（旧：山本町）","","6295","3015","3280"
"2020000000","","2020年","37423","","（旧：三野町）","","8803","4239","4564"
"2020000000","","2020年","37425","","（旧：豊中町）","","10752","5206","5546"
"2020000000","","2020年","37426","","（旧：詫間町）","","12471","5953","6518"
"2020000000","","2020年","37427","","（旧：仁尾町）","","5392","2557","2835"
"2020000000","","2020年","37429","","（旧：財田町）","","3516","1712","1804"
"2020000000","","2020年","37322","","土庄町","","12846","6044","6802"
"2020000000","","2020年","37324","","小豆島町","","13870","6621","7249"
"2020000000","","2020年","37321","","（旧：内海町）","","9393","4510","4883"
"2020000000","","2020年","37323","","（旧：池田町）","","4477","2111","2366"
"2020000000","","2020年","37341","","三木町","","26878","12943","13935"
"2020000000","","2020年","37364","","直島町","","3103","1646","1457"
"2020000000","","2020年","37386","","宇多津町","","18699","9180","9519"
"2020000000","","2020年","37387","","綾川町","","22693","10999","11694"
"2020000000","","2020年","37381","","（旧：綾上町）","","4894","2403","2491"
"2020000000","","2020年","37382","","（旧：綾南町）","","17799","8596","9203"
"2020000000","","2020年","37403","","琴平町","","8468","3938","4530"
"2020000000","","2020年","37404","","多度津町","","22445","11373","11072"
"2020000000","","2020年","37406","","まんのう町","","17401","8346","9055"
"2020000000","","2020年","37401","","（旧：琴南町）","","1905","946","959"
"2020000000","","2020年","37402","","（旧：満濃町）","","11818","5677","6141"
"2020000000","","2020年","37405","","（旧：仲南町）","","3678","1723","1955"
"2020000000","","2020年","38000","","愛媛県","","1334841","633062","701779"
"2020000000","","2020年","38201","","松山市","","511192","240292","270900"
"2020000000","","2020年","3820B","","（旧：松山市）","","482712","226985","255727"
"2020000000","","2020年","38211","","（旧：北条市）","","25272","11813","13459"
"2020000000","","2020年","38363","","（旧：中島町）","","3208","1494","1714"
"2020000000","","2020年","38202","","今治市","","151672","71799","79873"
"2020000000","","2020年","3820C","","（旧：今治市）","","105326","49254","56072"
"2020000000","","2020年","38341","","（旧：朝倉村）","","3970","1835","2135"
"2020000000","","2020年","38342","","（旧：玉川町）","","4564","2147","2417"
"2020000000","","2020年","38343","","（旧：波方町）","","8146","3976","4170"
"2020000000","","2020年","38344","","（旧：大西町）","","8084","4217","3867"
"2020000000","","2020年","38345","","（旧：菊間町）","","5173","2431","2742"
"2020000000","","2020年","38346","","（旧：吉海町）","","3172","1568","1604"
"2020000000","","2020年","38347","","（旧：宮窪町）","","2209","1068","1141"
"2020000000","","2020年","38348","","（旧：伯方町）","","5715","2846","2869"
"2020000000","","2020年","38353","","（旧：上浦町）","","2388","1123","1265"
"2020000000","","2020年","38354","","（旧：大三島町）","","2575","1176","1399"
"2020000000","","2020年","38355","","（旧：関前村）","","350","158","192"
"2020000000","","2020年","38203","","宇和島市","","70809","33213","37596"
"2020000000","","2020年","3820D","","（旧：宇和島市）","","47443","22249","25194"
"2020000000","","2020年","38481","","（旧：吉田町）","","8772","4131","4641"
"2020000000","","2020年","38482","","（旧：三間町）","","5347","2519","2828"
"2020000000","","2020年","38486","","（旧：津島町）","","9247","4314","4933"
"2020000000","","2020年","38204","","八幡浜市","","31987","14971","17016"
"2020000000","","2020年","3820E","","（旧：八幡浜市）","","22927","10648","12279"
"2020000000","","2020年","38441","","（旧：保内町）","","9060","4323","4737"
"2020000000","","2020年","38205","","新居浜市","","115938","56004","59934"
"2020000000","","2020年","3820F","","（旧：新居浜市）","","115796","55934","59862"
"2020000000","","2020年","38303","","（旧：別子山村）","","142","70","72"
"2020000000","","2020年","38206","","西条市","","104791","50615","54176"
"2020000000","","2020年","3820G","","（旧：西条市）","","57305","27944","29361"
"2020000000","","2020年","38212","","（旧：東予市）","","28572","13571","15001"
"2020000000","","2020年","38321","","（旧：小松町）","","7915","3760","4155"
"2020000000","","2020年","38323","","（旧：丹原町）","","10999","5340","5659"
"2020000000","","2020年","38207","","大洲市","","40575","19423","21152"
"2020000000","","2020年","3820H","","（旧：大洲市）","","32408","15570","16838"
"2020000000","","2020年","38421","","（旧：長浜町）","","5808","2703","3105"
"2020000000","","2020年","38424","","（旧：肱川町）","","1807","871","936"
"2020000000","","2020年","38425","","（旧：河辺村）","","552","279","273"
"2020000000","","2020年","38210","","伊予市","","35133","16385","18748"
"2020000000","","2020年","3821B","","（旧：伊予市）","","29209","13624","15585"
"2020000000","","2020年","38404","","（旧：中山町）","","2543","1216","1327"
"2020000000","","2020年","38405","","（旧：双海町）","","3381","1545","1836"
"2020000000","","2020年","38213","","四国中央市","","82754","40468","42286"
"2020000000","","2020年","38208","","（旧：川之江市）","","32879","16015","16864"
"2020000000","","2020年","38209","","（旧：伊予三島市）","","34108","16770","17338"
"2020000000","","2020年","38301","","（旧：新宮村）","","845","413","432"
"2020000000","","2020年","38302","","（旧：土居町）","","14922","7270","7652"
"2020000000","","2020年","38214","","西予市","","35388","16635","18753"
"2020000000","","2020年","38445","","（旧：三瓶町）","","6184","2830","3354"
"2020000000","","2020年","38461","","（旧：明浜町）","","2839","1342","1497"
"2020000000","","2020年","38462","","（旧：宇和町）","","16099","7591","8508"
"2020000000","","2020年","38463","","（旧：野村町）","","7269","3477","3792"
"2020000000","","2020年","38464","","（旧：城川町）","","2997","1395","1602"
"2020000000","","2020年","38215","","東温市","","33903","16180","17723"
"2020000000","","2020年","38361","","（旧：重信町）","","23811","11320","12491"
"2020000000","","2020年","38362","","（旧：川内町）","","10092","4860","5232"
"2020000000","","2020年","38356","","上島町","","6509","3421","3088"
"2020000000","","2020年","38349","","（旧：魚島村）","","149","80","69"
"2020000000","","2020年","38350","","（旧：弓削町）","","3027","1585","1442"
"2020000000","","2020年","38351","","（旧：生名村）","","1389","642","747"
"2020000000","","2020年","38352","","（旧：岩城村）","","1944","1114","830"
"2020000000","","2020年","38386","","久万高原町","","7404","3513","3891"
"2020000000","","2020年","38381","","（旧：久万町）","","5166","2446","2720"
"2020000000","","2020年","38382","","（旧：面河村）","","445","204","241"
"2020000000","","2020年","38383","","（旧：美川村）","","1203","574","629"
"2020000000","","2020年","38384","","（旧：柳谷村）","","590","289","301"
"2020000000","","2020年","38401","","松前町","","29630","13911","15719"
"2020000000","","2020年","38402","","砥部町","","20480","9519","10961"
"2020000000","","2020年","3840B","","（旧：砥部町）","","19897","9239","10658"
"2020000000","","2020年","38403","","（旧：広田村）","","583","280","303"
"2020000000","","2020年","38422","","内子町","","15322","7303","8019"
"2020000000","","2020年","38385","","（旧：小田町）","","1928","926","1002"
"2020000000","","2020年","3842B","","（旧：内子町）","","8533","4024","4509"
"2020000000","","2020年","38423","","（旧：五十崎町）","","4861","2353","2508"
"2020000000","","2020年","38442","","伊方町","","8397","4036","4361"
"2020000000","","2020年","3844B","","（旧：伊方町）","","4437","2189","2248"
"2020000000","","2020年","38443","","（旧：瀬戸町）","","1583","731","852"
"2020000000","","2020年","38444","","（旧：三崎町）","","2377","1116","1261"
"2020000000","","2020年","38484","","松野町","","3674","1725","1949"
"2020000000","","2020年","38488","","鬼北町","","9682","4463","5219"
"2020000000","","2020年","38483","","（旧：広見町）","","8572","3957","4615"
"2020000000","","2020年","38485","","（旧：日吉村）","","1110","506","604"
"2020000000","","2020年","38506","","愛南町","","19601","9186","10415"
"2020000000","","2020年","38501","","（旧：内海村）","","1484","694","790"
"2020000000","","2020年","38502","","（旧：御荘町）","","6705","3197","3508"
"2020000000","","2020年","38503","","（旧：城辺町）","","6427","3016","3411"
"2020000000","","2020年","38504","","（旧：一本松町）","","3322","1498","1824"
"2020000000","","2020年","38505","","（旧：西海町）","","1663","781","882"
"2020000000","","2020年","39000","","高知県","","691527","326531","364996"
"2020000000","","2020年","39201","","高知市","","326545","152455","174090"
"2020000000","","2020年","3920B","","（旧：高知市）","","310883","145067","165816"
"2020000000","","2020年","39361","","（旧：鏡村）","","1099","518","581"
"2020000000","","2020年","39362","","（旧：土佐山村）","","855","415","440"
"2020000000","","2020年","39383","","（旧：春野町）","","13708","6455","7253"
"2020000000","","2020年","39202","","室戸市","","11742","5648","6094"
"2020000000","","2020年","39203","","安芸市","","16243","7754","8489"
"2020000000","","2020年","39204","","南国市","","46664","22130","24534"
"2020000000","","2020年","39205","","土佐市","","25732","12384","13348"
"2020000000","","2020年","39206","","須崎市","","20590","10068","10522"
"2020000000","","2020年","39208","","宿毛市","","19033","8914","10119"
"2020000000","","2020年","39209","","土佐清水市","","12388","5842","6546"
"2020000000","","2020年","39210","","四万十市","","32694","15455","17239"
"2020000000","","2020年","39207","","（旧：中村市）","","30233","14306","15927"
"2020000000","","2020年","39426","","（旧：西土佐村）","","2461","1149","1312"
"2020000000","","2020年","39211","","香南市","","32207","15545","16662"
"2020000000","","2020年","39321","","（旧：赤岡町）","","2504","1163","1341"
"2020000000","","2020年","39322","","（旧：香我美町）","","5833","2977","2856"
"2020000000","","2020年","39324","","（旧：野市町）","","19083","9114","9969"
"2020000000","","2020年","39325","","（旧：夜須町）","","3244","1545","1699"
"2020000000","","2020年","39327","","（旧：吉川村）","","1543","746","797"
"2020000000","","2020年","39212","","香美市","","26513","12848","13665"
"2020000000","","2020年","39323","","（旧：土佐山田町）","","20844","10204","10640"
"2020000000","","2020年","39326","","（旧：香北町）","","4182","1949","2233"
"2020000000","","2020年","39328","","（旧：物部村）","","1487","695","792"
"2020000000","","2020年","39301","","東洋町","","2194","1085","1109"
"2020000000","","2020年","39302","","奈半利町","","3034","1399","1635"
"2020000000","","2020年","39303","","田野町","","2498","1174","1324"
"2020000000","","2020年","39304","","安田町","","2370","1144","1226"
"2020000000","","2020年","39305","","北川村","","1146","552","594"
"2020000000","","2020年","39306","","馬路村","","745","358","387"
"2020000000","","2020年","39307","","芸西村","","3694","1724","1970"
"2020000000","","2020年","39341","","本山町","","3261","1516","1745"
"2020000000","","2020年","39344","","大豊町","","3252","1546","1706"
"2020000000","","2020年","39363","","土佐町","","3753","1780","1973"
"2020000000","","2020年","39364","","大川村","","366","189","177"
"2020000000","","2020年","39386","","いの町","","21374","10179","11195"
"2020000000","","2020年","39365","","（旧：本川村）","","395","218","177"
"2020000000","","2020年","39381","","（旧：伊野町）","","19103","9043","10060"
"2020000000","","2020年","39385","","（旧：吾北村）","","1876","918","958"
"2020000000","","2020年","39387","","仁淀川町","","4827","2306","2521"
"2020000000","","2020年","39382","","（旧：池川町）","","1431","663","768"
"2020000000","","2020年","39384","","（旧：吾川村）","","1810","861","949"
"2020000000","","2020年","39409","","（旧：仁淀村）","","1586","782","804"
"2020000000","","2020年","39401","","中土佐町","","6002","2782","3220"
"2020000000","","2020年","3940B","","（旧：中土佐町）","","4992","2310","2682"
"2020000000","","2020年","39406","","（旧：大野見村）","","1010","472","538"
"2020000000","","2020年","39402","","佐川町","","12323","5751","6572"
"2020000000","","2020年","39403","","越知町","","5187","2390","2797"
"2020000000","","2020年","39405","","檮原町","","3307","1611","1696"
"2020000000","","2020年","39410","","日高村","","4812","2282","2530"
"2020000000","","2020年","39411","","津野町","","5291","2516","2775"
"2020000000","","2020年","39407","","（旧：東津野村）","","1884","890","994"
"2020000000","","2020年","39408","","（旧：葉山村）","","3407","1626","1781"
"2020000000","","2020年","39412","","四万十町","","15607","7442","8165"
"2020000000","","2020年","39404","","（旧：窪川町）","","11080","5245","5835"
"2020000000","","2020年","39422","","（旧：大正町）","","2183","1038","1145"
"2020000000","","2020年","39425","","（旧：十和村）","","2344","1159","1185"
"2020000000","","2020年","39424","","大月町","","4434","2128","2306"
"2020000000","","2020年","39427","","三原村","","1437","690","747"
"2020000000","","2020年","39428","","黒潮町","","10262","4944","5318"
"2020000000","","2020年","39421","","（旧：佐賀町）","","2929","1429","1500"
"2020000000","","2020年","39423","","（旧：大方町）","","7333","3515","3818"
"2020000000","","2020年","40000","","福岡県","","5135214","2430951","2704263"
"2020000000","","2020年","40100","","北九州市","","939029","443269","495760"
"2020000000","","2020年","40101","","北九州市門司区","","93842","43051","50791"
"2020000000","","2020年","40103","","北九州市若松区","","80533","38307","42226"
"2020000000","","2020年","40105","","北九州市戸畑区","","57494","28038","29456"
"2020000000","","2020年","40106","","北九州市小倉北区","","183407","86089","97318"
"2020000000","","2020年","40107","","北九州市小倉南区","","209028","99584","109444"
"2020000000","","2020年","40108","","北九州市八幡東区","","64792","30400","34392"
"2020000000","","2020年","40109","","北九州市八幡西区","","249933","117800","132133"
"2020000000","","2020年","40130","","福岡市","","1612392","761148","851244"
"2020000000","","2020年","40131","","福岡市東区","","322503","156725","165778"
"2020000000","","2020年","40132","","福岡市博多区","","252034","121654","130380"
"2020000000","","2020年","40133","","福岡市中央区","","205501","92450","113051"
"2020000000","","2020年","40134","","福岡市南区","","265583","122925","142658"
"2020000000","","2020年","40135","","福岡市西区","","212579","100887","111692"
"2020000000","","2020年","40136","","福岡市城南区","","132864","62325","70539"
"2020000000","","2020年","40137","","福岡市早良区","","221328","104182","117146"
"2020000000","","2020年","40202","","大牟田市","","111281","51262","60019"
"2020000000","","2020年","40203","","久留米市","","303316","144522","158794"
"2020000000","","2020年","4020B","","（旧：久留米市）","","239576","114579","124997"
"2020000000","","2020年","40482","","（旧：田主丸町）","","18363","8628","9735"
"2020000000","","2020年","40501","","（旧：北野町）","","17015","7885","9130"
"2020000000","","2020年","40521","","（旧：城島町）","","11135","5229","5906"
